Method,Number of Inputs,Number of Outputs,Input Size,Output Size,Process Time,Target
graph04,3,1,358893,130577,8.103782415390015,3
graph04,3,1,293983,107185,5.1012701988220215,3
graph04,3,1,357094,129905,5.105752468109131,3
graph04,3,1,615965,223185,3.188511610031128,3
graph04,3,1,321627,117089,5.105285406112671,3
graph04,3,1,441877,160353,3.137434720993042,3
graph04,3,1,436592,158497,3.1202001571655273,3
graph04,3,1,510701,185153,6.154668569564819,3
graph04,3,1,366393,133153,11.13483214378357,3
graph04,3,1,460412,167137,8.128695726394653,3
graph04,3,1,619087,224417,7.180596828460693,3
graph04,3,1,538705,195329,7.159303426742554,3
graph04,3,1,367097,133601,6.114728689193726,3
graph04,3,1,526919,191121,7.157528400421143,3
graph04,3,1,207741,76113,7.084096193313599,3
graph04,3,1,373472,135777,4.119757175445557,3
graph04,3,1,344793,125505,8.105082988739014,3
graph04,3,1,460058,166897,7.139609098434448,3
graph04,3,1,368018,133745,11.126303911209106,3
graph04,3,1,350123,127425,7.10396671295166,3
graph04,3,1,533458,193489,7.165227174758911,3
graph04,3,1,512058,185617,6.152652263641357,3
graph04,3,1,605540,219409,5.178599834442139,3
graph04,3,1,541432,196417,11.166755199432373,3
graph04,3,1,597147,216353,7.182346343994141,3
graph04,3,1,476046,172673,9.150019645690918,3
graph04,3,1,345265,125697,4.0999650955200195,3
graph04,3,1,341999,124401,5.111562490463257,3
graph04,3,1,471598,170993,7.150241374969482,3
graph04,3,1,410484,149057,9.131523370742798,3
graph04,3,1,605101,219009,12.173446416854858,3
graph04,3,1,258718,94449,6.09653377532959,3
graph04,3,1,219471,80305,7.092181921005249,3
graph04,3,1,448565,162833,6.143473148345947,3
graph04,3,1,255115,93201,4.091118812561035,3
graph04,3,1,317607,115617,11.112873554229736,3
graph04,3,1,525758,190545,7.165789842605591,3
graph04,3,1,519396,188321,9.156725883483887,3
graph04,3,1,578058,209457,7.182252407073975,3
graph04,3,1,431329,156753,9.12475323677063,3
graph04,3,1,291410,106129,4.098077058792114,3
graph04,3,1,435158,157857,7.146903991699219,3
graph04,3,1,280035,102049,9.105471849441528,3
graph04,3,1,299065,108961,7.102187633514404,3
graph04,3,1,480399,174289,8.148496150970459,3
graph04,3,1,533700,193473,7.154769659042358,3
graph04,3,1,531821,192849,7.158375978469849,3
graph04,3,1,373597,135777,7.12253737449646,3
graph04,3,1,374942,136289,6.113410949707031,3
graph04,3,1,426452,154769,8.137988805770874,3
graph04,3,1,508071,184337,7.1416754722595215,3
graph04,3,1,551593,200001,8.150829792022705,3
graph04,3,1,555302,201217,7.151795387268066,3
graph04,3,1,504773,183137,10.154530048370361,3
graph04,3,1,407160,147809,10.140517473220825,3
graph04,3,1,619240,224433,6.181957483291626,3
graph04,3,1,428594,155681,7.141958475112915,3
graph04,3,1,413043,150081,9.13394021987915,3
graph04,3,1,494531,179329,7.157985687255859,3
graph04,3,1,422569,153489,3.129915952682495,3
graph04,3,1,357197,129793,12.121132373809814,3
graph04,3,1,332437,120961,7.0969626903533936,3
graph04,3,1,428192,155489,9.13912844657898,3
graph04,3,1,444391,161345,8.139048337936401,3
graph04,3,1,554366,201025,5.146138668060303,3
graph04,3,1,381314,138545,5.11810827255249,3
graph04,3,1,558092,202257,7.1657092571258545,3
graph04,3,1,358316,130369,9.114663124084473,3
graph04,3,1,378654,137777,8.096664667129517,3
graph04,3,1,382534,139041,8.125869750976562,3
graph04,3,1,317496,115521,6.091975212097168,3
graph04,3,1,610583,221265,8.178277492523193,3
graph04,3,1,437488,158865,11.125284671783447,3
graph04,3,1,282199,102897,9.102303743362427,3
graph04,3,1,505476,183169,9.155200242996216,3
graph04,3,1,606855,219841,9.180208921432495,3
graph04,3,1,207861,76081,7.086652040481567,3
graph04,3,1,281327,102593,6.098147392272949,3
graph04,3,1,483976,175729,7.158066749572754,3
graph04,3,1,228842,83713,12.099951028823853,3
graph04,3,1,253630,92705,7.085509538650513,3
graph04,3,1,393514,142849,9.134660959243774,3
graph04,3,1,384178,139601,11.125842094421387,3
graph04,3,1,537387,194961,7.148192644119263,3
graph04,3,1,427196,155137,8.123974800109863,3
graph04,3,1,245584,89681,10.080983638763428,3
graph04,3,1,290141,105729,7.0886266231536865,3
graph04,3,1,375442,136529,8.100339651107788,3
graph04,3,1,393708,143057,9.126681804656982,3
graph04,3,1,254911,93105,7.096284866333008,3
graph04,3,1,339461,123441,7.110806941986084,3
graph04,3,1,529374,191985,10.152815103530884,3
graph04,3,1,567581,205761,6.153195142745972,3
graph04,3,1,227805,83345,10.07986307144165,3
graph04,3,1,287088,104641,7.095753908157349,3
graph04,3,1,570636,206705,7.170802116394043,3
graph04,3,1,405873,147425,12.139934539794922,3
graph04,3,1,505029,183153,7.15018630027771,3
graph04,3,1,577368,209153,9.160499572753906,3
graph04,3,1,481263,174609,12.147419452667236,3
