Method,Number of Inputs,Number of Outputs,Input Size,Output Size,Process Time,Target
graph04,3,1,358893,130577,0.07927799224853516,3
graph04,3,1,293983,107185,0.06624031066894531,3
graph04,3,1,357094,129905,0.07961750030517578,3
graph04,3,1,615965,223185,0.14534211158752441,3
graph04,3,1,321627,117105,0.07672262191772461,3
graph04,3,1,441877,160353,0.0985879898071289,3
graph04,3,1,436592,158497,0.09641575813293457,3
graph04,3,1,510701,185153,0.11369204521179199,3
graph04,3,1,366393,133153,0.08028364181518555,3
graph04,3,1,460412,167137,0.10086631774902344,3
graph04,3,1,619087,224417,0.13806939125061035,3
graph04,3,1,538705,195313,0.11976242065429688,3
graph04,3,1,367097,133601,0.07964658737182617,3
graph04,3,1,526919,191121,0.11906790733337402,3
graph04,3,1,207741,76097,0.04492378234863281,3
graph04,3,1,373472,135777,0.08238601684570312,3
graph04,3,1,344793,125505,0.07583403587341309,3
graph04,3,1,460058,166897,0.10180950164794922,3
graph04,3,1,368018,133745,0.08157777786254883,3
graph04,3,1,350123,127425,0.07685422897338867,3
graph04,3,1,533458,193473,0.12255573272705078,3
graph04,3,1,512058,185633,0.11637353897094727,3
graph04,3,1,605540,219425,0.13873600959777832,3
graph04,3,1,541432,196417,0.12050676345825195,3
graph04,3,1,597147,216353,0.13614749908447266,3
graph04,3,1,476046,172689,0.10416436195373535,3
graph04,3,1,345265,125697,0.07618188858032227,3
graph04,3,1,341999,124385,0.07493424415588379,3
graph04,3,1,471598,170993,0.10500788688659668,3
graph04,3,1,410484,149057,0.09037351608276367,3
graph04,3,1,605101,218993,0.13668346405029297,3
graph04,3,1,258718,94449,0.05602526664733887,3
graph04,3,1,219471,80305,0.04768180847167969,3
graph04,3,1,448565,162833,0.09897232055664062,3
graph04,3,1,255115,93217,0.055260658264160156,3
graph04,3,1,317607,115617,0.06967997550964355,3
graph04,3,1,525758,190561,0.11604499816894531,3
graph04,3,1,519396,188321,0.1157374382019043,3
graph04,3,1,578058,209457,0.1282634735107422,3
graph04,3,1,431329,156753,0.09530091285705566,3
graph04,3,1,291410,106113,0.06281566619873047,3
graph04,3,1,435158,157873,0.09576869010925293,3
graph04,3,1,280035,102049,0.06049537658691406,3
graph04,3,1,299065,108977,0.06470799446105957,3
graph04,3,1,480399,174289,0.1053152084350586,3
graph04,3,1,533700,193473,0.11782598495483398,3
graph04,3,1,531821,192849,0.11637115478515625,3
graph04,3,1,373597,135777,0.08134770393371582,3
graph04,3,1,374942,136289,0.08072876930236816,3
graph04,3,1,426452,154769,0.09337425231933594,3
graph04,3,1,508071,184337,0.11324834823608398,3
graph04,3,1,551593,200001,0.12130403518676758,3
graph04,3,1,555302,201217,0.12362122535705566,3
graph04,3,1,504773,183137,0.11127495765686035,3
graph04,3,1,407160,147809,0.08983349800109863,3
graph04,3,1,619240,224433,0.1374499797821045,3
graph04,3,1,428594,155681,0.09434914588928223,3
graph04,3,1,413043,150081,0.0912787914276123,3
graph04,3,1,494531,179329,0.1084146499633789,3
graph04,3,1,422569,153489,0.09253048896789551,3
graph04,3,1,357197,129793,0.07825541496276855,3
graph04,3,1,332437,120961,0.07289719581604004,3
graph04,3,1,428192,155489,0.09462809562683105,3
graph04,3,1,444391,161345,0.09801959991455078,3
graph04,3,1,554366,201025,0.12449026107788086,3
graph04,3,1,381314,138545,0.08367776870727539,3
graph04,3,1,558092,202257,0.12355399131774902,3
graph04,3,1,358316,130369,0.07968020439147949,3
graph04,3,1,378654,137777,0.08277368545532227,3
graph04,3,1,382534,139041,0.08383679389953613,3
graph04,3,1,317496,115521,0.06908893585205078,3
graph04,3,1,610583,221265,0.13698744773864746,3
graph04,3,1,437488,158865,0.0972435474395752,3
graph04,3,1,282199,102897,0.06108975410461426,3
graph04,3,1,505476,183169,0.11379742622375488,3
graph04,3,1,606855,219841,0.1363067626953125,3
graph04,3,1,207861,76081,0.0449521541595459,3
graph04,3,1,281327,102593,0.061698198318481445,3
graph04,3,1,483976,175729,0.10717344284057617,3
graph04,3,1,228842,83713,0.04995298385620117,3
graph04,3,1,253630,92705,0.05473160743713379,3
graph04,3,1,393514,142865,0.08591532707214355,3
graph04,3,1,384178,139601,0.08397912979125977,3
graph04,3,1,537387,194961,0.11889529228210449,3
graph04,3,1,427196,155137,0.0934748649597168,3
graph04,3,1,245584,89681,0.05273723602294922,3
graph04,3,1,290141,105729,0.06294584274291992,3
graph04,3,1,375442,136545,0.08171367645263672,3
graph04,3,1,393708,143057,0.08531737327575684,3
graph04,3,1,254911,93105,0.05455160140991211,3
graph04,3,1,339461,123441,0.07432746887207031,3
graph04,3,1,529374,191985,0.11682295799255371,3
graph04,3,1,567581,205761,0.12464618682861328,3
graph04,3,1,227805,83345,0.048026084899902344,3
graph04,3,1,287088,104641,0.06036233901977539,3
graph04,3,1,570636,206705,0.1247861385345459,3
graph04,3,1,405873,147425,0.08774161338806152,3
graph04,3,1,505029,183153,0.11028718948364258,3
graph04,3,1,577368,209137,0.12637567520141602,3
graph04,3,1,481263,174609,0.10435652732849121,3
