Method,Number of Inputs,Number of Outputs,Input Size,Output Size,Process Time,Target
graph04,1,1,119607,136753,0.007102012634277344,3
graph04,1,1,98027,112081,0.0052449703216552734,3
graph04,1,1,119031,136097,0.0061380863189697266,3
graph04,1,1,205298,234705,0.0111846923828125,3
graph04,1,1,107253,122609,0.005805015563964844,3
graph04,1,1,147338,168433,0.007843732833862305,3
graph04,1,1,145521,166369,0.007546186447143555,3
graph04,1,1,170185,194561,0.010488033294677734,3
graph04,1,1,122108,139601,0.006929159164428711,3
graph04,1,1,153483,175473,0.00804901123046875,3
graph04,1,1,206339,235857,0.01087808609008789,3
graph04,1,1,179529,205249,0.009248018264770508,3
graph04,1,1,122337,139873,0.00635528564453125,3
graph04,1,1,175667,200833,0.00968790054321289,3
graph04,1,1,69223,79153,0.003874063491821289,3
graph04,1,1,124500,142321,0.006481170654296875,3
graph04,1,1,114924,131409,0.006084918975830078,3
graph04,1,1,153338,175281,0.00795888900756836,3
graph04,1,1,122679,140257,0.00638890266418457,3
graph04,1,1,116727,133425,0.006707906723022461,3
graph04,1,1,177806,203281,0.009289026260375977,3
graph04,1,1,170721,195153,0.008700847625732422,3
graph04,1,1,201852,230753,0.010955810546875,3
graph04,1,1,180460,206273,0.009289026260375977,3
graph04,1,1,199043,227537,0.010104894638061523,3
graph04,1,1,158654,181377,0.0082550048828125,3
graph04,1,1,115105,131585,0.006106853485107422,3
graph04,1,1,113962,130321,0.00616908073425293,3
graph04,1,1,157224,179729,0.008123159408569336,3
graph04,1,1,136799,156417,0.007002830505371094,3
graph04,1,1,201688,230577,0.011051177978515625,3
graph04,1,1,86207,98577,0.004584312438964844,3
graph04,1,1,73170,83665,0.004021883010864258,3
graph04,1,1,149522,170913,0.007659912109375,3
graph04,1,1,85059,97249,0.005084991455078125,3
graph04,1,1,105877,121073,0.00556492805480957,3
graph04,1,1,175258,200353,0.009001970291137695,3
graph04,1,1,173103,197889,0.008861064910888672,3
graph04,1,1,192755,220321,0.010477781295776367,3
graph04,1,1,143779,164369,0.007323741912841797,3
graph04,1,1,97141,111073,0.005136728286743164,3
graph04,1,1,145010,165777,0.007617950439453125,3
graph04,1,1,93415,106785,0.005002021789550781,3
graph04,1,1,99634,113921,0.005223989486694336,3
graph04,1,1,160208,183105,0.008168220520019531,3
graph04,1,1,177892,203361,0.009137868881225586,3
graph04,1,1,177275,202657,0.009160995483398438,3
graph04,1,1,124527,142353,0.007116794586181641,3
graph04,1,1,124942,142833,0.006527900695800781,3
graph04,1,1,142194,162545,0.00726008415222168,3
graph04,1,1,169368,193617,0.008706092834472656,3
graph04,1,1,183929,210273,0.009454011917114258,3
graph04,1,1,185048,211569,0.009506702423095703,3
graph04,1,1,168297,192401,0.00928187370300293,3
graph04,1,1,135669,155105,0.0070247650146484375,3
graph04,1,1,206448,235985,0.010618209838867188,3
graph04,1,1,142863,163297,0.007327079772949219,3
graph04,1,1,137667,157361,0.007114887237548828,3
graph04,1,1,164834,188449,0.008456945419311523,3
graph04,1,1,140888,161057,0.007379055023193359,3
graph04,1,1,119049,136161,0.006562948226928711,3
graph04,1,1,110845,126705,0.006738901138305664,3
graph04,1,1,142722,163185,0.007769107818603516,3
graph04,1,1,148112,169329,0.0076868534088134766,3
graph04,1,1,184750,211185,0.009800195693969727,3
graph04,1,1,127105,145313,0.006811857223510742,3
graph04,1,1,186046,212673,0.00948476791381836,3
graph04,1,1,119446,136561,0.006161212921142578,3
graph04,1,1,126158,144273,0.0065479278564453125,3
graph04,1,1,127519,145809,0.006581783294677734,3
graph04,1,1,105834,120993,0.005613088607788086,3
graph04,1,1,203500,232641,0.01040506362915039,3
graph04,1,1,145832,166705,0.007472991943359375,3
graph04,1,1,94074,107537,0.00506901741027832,3
graph04,1,1,168469,192577,0.008568048477172852,3
graph04,1,1,202272,231249,0.010293006896972656,3
graph04,1,1,69276,79217,0.004305839538574219,3
graph04,1,1,93761,107201,0.005047798156738281,3
graph04,1,1,161296,184401,0.008312225341796875,3
graph04,1,1,76315,87265,0.004055976867675781,3
graph04,1,1,84497,96625,0.004470109939575195,3
graph04,1,1,131183,149969,0.006793022155761719,3
graph04,1,1,128075,146417,0.006597995758056641,3
graph04,1,1,179112,204769,0.009330987930297852,3
graph04,1,1,142374,162753,0.008054018020629883,3
graph04,1,1,81826,93569,0.004425048828125,3
graph04,1,1,96670,110545,0.0051479339599609375,3
graph04,1,1,125176,143121,0.006589174270629883,3
graph04,1,1,131251,150049,0.006825923919677734,3
graph04,1,1,84983,97169,0.004553079605102539,3
graph04,1,1,113161,129377,0.005908966064453125,3
graph04,1,1,176432,201681,0.009150981903076172,3
graph04,1,1,189234,216289,0.010415077209472656,3
graph04,1,1,75995,86897,0.004103899002075195,3
graph04,1,1,95678,109393,0.005033969879150391,3
graph04,1,1,190230,217473,0.009717941284179688,3
graph04,1,1,135276,154657,0.0069980621337890625,3
graph04,1,1,168371,192497,0.009331941604614258,3
graph04,1,1,192440,219937,0.009802103042602539,3
graph04,1,1,160366,183329,0.00828099250793457,3
