Method,Number of Inputs,Number of Outputs,Input Size,Output Size,Process Time,Target
graph06,2,1,239264,201601,0.01458287239074707,5
graph06,2,1,196048,165265,0.011525869369506836,5
graph06,2,1,238080,200705,0.013527154922485352,5
graph06,2,1,410704,346177,0.02299809455871582,5
graph06,2,1,214464,180753,0.012946844100952148,5
graph06,2,1,294576,248097,0.016579151153564453,5
graph06,2,1,291040,245265,0.016366243362426758,5
graph06,2,1,340400,286753,0.0190279483795166,5
graph06,2,1,244288,205921,0.013920068740844727,5
graph06,2,1,307024,258801,0.018069982528686523,5
graph06,2,1,412800,347937,0.02308511734008789,5
graph06,2,1,359184,302737,0.02010512351989746,5
graph06,2,1,244736,206145,0.013829946517944336,5
graph06,2,1,351328,296065,0.019582033157348633,5
graph06,2,1,138496,116801,0.008063077926635742,5
graph06,2,1,248992,209857,0.014190196990966797,5
graph06,2,1,229888,193697,0.013097047805786133,5
graph06,2,1,306704,258465,0.01764202117919922,5
graph06,2,1,245360,206769,0.013952016830444336,5
graph06,2,1,233424,196673,0.01343226432800293,5
graph06,2,1,355648,299793,0.023980140686035156,5
graph06,2,1,341408,287665,0.020135879516601562,5
graph06,2,1,403680,340161,0.024080753326416016,5
graph06,2,1,360944,304177,0.020246028900146484,5
graph06,2,1,398128,335553,0.022965192794799805,5
graph06,2,1,317344,267313,0.017817020416259766,5
graph06,2,1,230160,194017,0.0140228271484375,5
graph06,2,1,228000,192177,0.014350652694702148,5
graph06,2,1,314416,264993,0.018333911895751953,5
graph06,2,1,273600,230545,0.01563286781311035,5
graph06,2,1,403424,339905,0.022422075271606445,5
graph06,2,1,172464,145281,0.010747909545898438,5
graph06,2,1,146352,123329,0.008493185043334961,5
graph06,2,1,299024,252017,0.016950130462646484,5
graph06,2,1,170112,143361,0.009853839874267578,5
graph06,2,1,211744,178481,0.012215137481689453,5
graph06,2,1,350528,295361,0.01959991455078125,5
graph06,2,1,346256,291873,0.019361019134521484,5
graph06,2,1,385456,324833,0.02153801918029785,5
graph06,2,1,287552,242337,0.01682114601135254,5
graph06,2,1,194256,163697,0.01106715202331543,5
graph06,2,1,290064,244401,0.01627492904663086,5
graph06,2,1,186736,157377,0.010710000991821289,5
graph06,2,1,199328,167953,0.011564970016479492,5
graph06,2,1,320384,270017,0.018368959426879883,5
graph06,2,1,355776,299697,0.02060103416442871,5
graph06,2,1,354560,298913,0.01992177963256836,5
graph06,2,1,249072,209937,0.015011072158813477,5
graph06,2,1,249952,210625,0.014423847198486328,5
graph06,2,1,284320,239649,0.016036033630371094,5
graph06,2,1,338752,285521,0.019527912139892578,5
graph06,2,1,367792,309937,0.02113819122314453,5
graph06,2,1,370176,311825,0.02091073989868164,5
graph06,2,1,336544,283553,0.019260883331298828,5
graph06,2,1,271392,228689,0.015752077102661133,5
graph06,2,1,412864,347969,0.02295517921447754,5
graph06,2,1,285744,240705,0.0163421630859375,5
graph06,2,1,275344,232017,0.015464067459106445,5
graph06,2,1,329680,277905,0.018431901931762695,5
graph06,2,1,281744,237409,0.016862869262695312,5
graph06,2,1,238144,200801,0.013556957244873047,5
graph06,2,1,221680,186769,0.012524843215942383,5
graph06,2,1,285520,240689,0.01696634292602539,5
graph06,2,1,296272,249649,0.016672849655151367,5
graph06,2,1,369536,311377,0.020607948303222656,5
graph06,2,1,254224,214129,0.01455998420715332,5
graph06,2,1,372176,313601,0.02121281623840332,5
graph06,2,1,238880,201313,0.014443159103393555,5
graph06,2,1,252448,212817,0.014397859573364258,5
graph06,2,1,255056,215089,0.014648914337158203,5
graph06,2,1,211680,178465,0.012490987777709961,5
graph06,2,1,407104,343153,0.022603988647460938,5
graph06,2,1,291664,245793,0.01657414436340332,5
graph06,2,1,188128,158545,0.010879039764404297,5
graph06,2,1,337008,284017,0.019214153289794922,5
graph06,2,1,404608,341009,0.022761106491088867,5
graph06,2,1,138576,116753,0.008169889450073242,5
graph06,2,1,187568,158113,0.010910987854003906,5
graph06,2,1,322624,271905,0.01810479164123535,5
graph06,2,1,152624,128657,0.00879979133605957,5
graph06,2,1,169072,142433,0.009788990020751953,5
graph06,2,1,262336,221089,0.01483011245727539,5
graph06,2,1,256128,215953,0.014447927474975586,5
graph06,2,1,358256,301969,0.020173072814941406,5
graph06,2,1,284816,240049,0.01613306999206543,5
graph06,2,1,163728,137921,0.009382963180541992,5
graph06,2,1,193408,163041,0.011152029037475586,5
graph06,2,1,250384,211041,0.014287948608398438,5
graph06,2,1,262480,221249,0.014760017395019531,5
graph06,2,1,169920,143201,0.01037907600402832,5
graph06,2,1,226336,190705,0.01279902458190918,5
graph06,2,1,352960,297505,0.019731998443603516,5
graph06,2,1,378432,318961,0.021023988723754883,5
graph06,2,1,151920,128001,0.00878000259399414,5
graph06,2,1,191360,161297,0.010914802551269531,5
graph06,2,1,380448,320673,0.021342992782592773,5
graph06,2,1,270576,228033,0.015185117721557617,5
graph06,2,1,336704,283697,0.01941990852355957,5
graph06,2,1,384944,324433,0.021709203720092773,5
graph06,2,1,320848,270497,0.018359899520874023,5
