Method,Number of Inputs,Number of Outputs,Input Size,Output Size,Process Time,Target
graph01,1,1,119616,136737,16.268996477127075,0
graph01,1,1,98032,112065,13.561455011367798,0
graph01,1,1,119040,136081,17.6856472492218,0
graph01,1,1,205312,234689,32.75440430641174,0
graph01,1,1,107264,122593,13.761707305908203,0
graph01,1,1,147344,168417,19.953301429748535,0
graph01,1,1,145536,166353,18.682203769683838,0
graph01,1,1,170192,194545,23.10543441772461,0
graph01,1,1,122112,139601,16.254971742630005,0
graph01,1,1,153488,175457,19.292903184890747,0
graph01,1,1,206352,235841,34.61970782279968,0
graph01,1,1,179536,205233,28.426726579666138,0
graph01,1,1,122352,139857,15.239015102386475,0
graph01,1,1,175680,200817,28.117561101913452,0
graph01,1,1,69232,79137,7.280174255371094,0
graph01,1,1,124512,142305,15.673203468322754,0
graph01,1,1,114928,131393,15.998024225234985,0
graph01,1,1,153344,175265,19.90462565422058,0
graph01,1,1,122688,140241,17.243862628936768,0
graph01,1,1,116736,133409,14.31906509399414,0
graph01,1,1,177808,203265,25.711788415908813,0
graph01,1,1,170736,195137,27.028910636901855,0
graph01,1,1,201856,230737,31.040375471115112,0
graph01,1,1,180464,206257,25.14464044570923,0
graph01,1,1,199056,227521,31.234951972961426,0
graph01,1,1,158656,181361,19.080008506774902,0
graph01,1,1,115120,131569,14.997557878494263,0
graph01,1,1,113968,130305,13.884502410888672,0
graph01,1,1,157232,179713,23.125573873519897,0
graph01,1,1,136800,156401,18.968364238739014,0
graph01,1,1,201696,230561,33.149903535842896,0
graph01,1,1,86208,98561,11.158360242843628,0
graph01,1,1,73184,83649,9.672893762588501,0
graph01,1,1,149536,170913,19.555204391479492,0
graph01,1,1,85072,97249,11.999566316604614,0
graph01,1,1,105888,121057,12.84259557723999,0
graph01,1,1,175264,200337,28.129703998565674,0
graph01,1,1,173104,197873,24.70769953727722,0
graph01,1,1,192768,220305,31.805341720581055,0
graph01,1,1,143792,164353,19.213340759277344,0
graph01,1,1,97152,111057,9.473856925964355,0
graph01,1,1,145024,165761,18.46561622619629,0
graph01,1,1,93424,106769,14.00116753578186,0
graph01,1,1,99648,113905,11.776856422424316,0
graph01,1,1,160208,183089,24.53608226776123,0
graph01,1,1,177904,203361,26.124103546142578,0
graph01,1,1,177280,202641,24.52458691596985,0
graph01,1,1,124528,142337,16.63458561897278,0
graph01,1,1,124944,142817,16.503918886184692,0
graph01,1,1,142208,162529,18.740095138549805,0
graph01,1,1,169376,193601,23.487183094024658,0
graph01,1,1,183936,210257,27.080110788345337,0
graph01,1,1,185056,211553,27.102919578552246,0
graph01,1,1,168304,192385,25.056280851364136,0
